video_id,is_anomaly,class_name,start_time_sec,end_time_sec,description_summary
TR00017,false,normal,,,"A red car, a grey SUV, and a white car travel straight in their respective lanes on the left side of the highway, while a white car, a grey SUV, and a military truck move steadily in the opposite direction on the right side. All vehicles maintain constant highway speeds and safe following distances, adhering to standard lane discipline in a free-flowing traffic environment with no obstructions or signals."
TR00018,true,wrong_way_driving,0.000,4.600,"A black SUV drives in the wrong direction in lane 4, leading to two consecutive head-on collisions. Between 00:02.26 and 00:02.53, the SUV violently impacts a silver hatchback traveling correctly in its lane, and shortly after, between 00:04.33 and 00:04.60, it collides head-on with a motorcycle. The root cause of these accidents is the black SUV driver's blatant violation of traffic laws by driving against the flow of traffic in an active lane, stripping the other motorists of their right-of-way and making the crashes inevitable."
TR00019,false,normal,,,"A dark car travels from the bottom left toward the top right of the frame while a white car and another dark car move in the opposite direction from the top right to the bottom left. The vehicles maintain their respective lanes and proceed at a steady, uninterrupted pace, reflecting a standard free-flowing traffic pattern on a divided urban roadway."
TR00020,false,normal,,,"A white car traveling from the bottom left proceeds straight through the intersection, while a black car and a white car traveling from the top right move in the opposite direction toward the bottom left. All three vehicles maintain their respective lanes and flow smoothly through the signalized intersection, as the green light provides them with the right-of-way to proceed without interruption."
TR00021,false,normal,,,"A green truck entering from the left executes a left turn to head toward the top of the frame, while simultaneously, a white SUV from the same direction completes a right turn toward the bottom. These two vehicles navigate the unsignalized intersection by coordinating their movements, utilizing the available space to diverge in opposite directions without conflict, maintaining a cautious flow consistent with the lack of formal signal control."
TR00022,false,normal,,,"A white SUV, a white pickup truck, and a red pickup truck travel straight in their respective lanes on the left side of the highway, while a white FedEx truck and a dark blue semi-truck move in the opposite direction on the right side. All five vehicles maintain a steady speed and consistent lane positioning, reflecting a standard, free-flowing highway environment where drivers adhere to lane markings and maintain safe following distances."
TR00023,true,wrong_way_driving,1.720,5.410,"A white sedan veers across the double solid yellow line into oncoming traffic, resulting in a violent head-on collision with a red truck. The impact causes the white sedan to spin and stall in the middle of the roadway, while the red truck loses stability and rolls over onto its side. This catastrophic event is caused by the white sedan's failure to maintain its lane, which directly violated the right-of-way of the lawfully traveling truck."
TR00024,true,wrong_way_driving,0.060,5.530,"A silver van traveling from the top to the bottom of a rural road loses control due to excessive speed, causing it to sway erratically from left to right. At 00:04.00, the van veers off course and collides with a shed-like structure attached to a building on the right side of the road. The force of the impact deflects the vehicle back toward the center of the road, spinning it around until it faces the opposite direction of its original travel path, where it finally comes to a complete stall by 00:05.53."
TR00025,true,wrong_way_driving,3.000,5.420,"A silver sedan collides head-on with an oncoming motorcycle ridden by a person in a red outfit. The force of the impact violently ejects the rider into the air and over the hood of the car, while the motorcycle overturns and is deflected to the right. Instead of stopping to provide aid, the silver sedan continues moving forward and exits the frame. The accident was caused by the sedan drifting out of its path and crossing into the oncoming lane, violating the motorcycle's right-of-way on the narrow street."
TR00026,true,wrong_way_driving,0.000,3.700,"A white sedan drives off its designated lane while crossing an intersection, leading to a sequence of two collisions. The sedan first strikes a board at the corner of the intersection, which causes the vehicle to spin 90 degrees sideways. This loss of control sends the sedan directly into the path of a black SUV traveling straight in lane 2, resulting in a T-bone collision where the white sedan partially drives over the SUV. The accident is caused by the white sedan's failure to maintain its lane, which created a wrong-way incursion and violated the right-of-way of the black SUV."
TR00027,false,normal,,,"A white van enters the middle lane and travels straight away from the camera, maintaining a steady speed and consistent lane position until the end of the sequence. This vehicle follows the established free-flowing traffic pattern of the highway, where drivers in the middle and left lanes are able to bypass the congestion occurring in the opposite direction's rightmost lane."
TR00029,false,normal,,,"Two motorcycles travel simultaneously in opposite directions on a well-lit multi-lane road, with one moving toward the camera on the left side and the other moving away on the right. Both vehicles maintain a steady, straight trajectory within their respective lanes, reflecting a standard free-flowing traffic pattern where vehicles operate independently without the need for yielding or interaction."
TR00030,true,wrong_way_driving,0.000,5.000,"A white car and a black car travel straight toward the camera in the oncoming lanes, while a white car, a yellow car, and a motorcycle travel straight away from the camera in the opposite lanes. All vehicles maintain their lanes and a steady pace, moving freely under the guidance of green traffic signals that allow for continuous flow in both directions."
TR00031,false,normal,,,"A motorcycle and a dark sedan pass through the scene moving in opposite directions, each maintaining a steady pace within their respective lanes on the right and left carriageways. The motorcycle travels away from the camera while the sedan approaches, with both vehicles adhering to the lane markings and maintaining a safe distance from one another, reflecting a standard, non-conflicting flow of traffic on a divided road."
TR00032,false,normal,,,"A dark SUV enters the scene from the bottom right and performs a right-hand turn to merge onto the main roadway, heading toward the top right of the frame. The SUV executes the turn smoothly, integrating into the traffic flow without causing any disruption to the white car traveling in the opposite direction, demonstrating a standard right-turn maneuver where the driver yields to the primary road's flow."
TR00033,false,normal,,,"A white car, a black car, and a yellow car that were previously stationary begin to move forward into the intersection toward the top of the frame as the traffic signal phase changes to allow their direction of travel. Simultaneously, a black car approaching from the opposite direction slows down and comes to a complete stop at the intersection line, adhering to the newly active red light for its lane. This synchronized movement demonstrates standard intersection management where the signal phase dictates right-of-way, transitioning flow from one direction to another without conflict."
TR00034,true,wrong_way_driving,0.000,0.670,"Multiple vehicles and riders are in motion on a two-way road without visible lane divisions. A rider on a gray motorcycle and a black truck both travel straight from the center toward the top of the frame, while a white car and a cyclist move in the opposite direction from the top toward the center and bottom of the frame, respectively. This simultaneous flow of traffic occurs amidst several parked vehicles along the roadsides, with all active participants maintaining a straight path during this brief interval."
TR00035,true,wrong_way_driving,3.000,8.600,"A white hatchback performs an illegal right turn by crossing the solid double yellow lines at an intersection, leading to a T-bone collision with an overspeeding motorcycle. The impact causes the motorcycle to skid forward, where it is subsequently struck by a second motorcycle entering from the opposite direction, creating a multi-vehicle pile-up. The white hatchback is deflected by the initial force but continues forward and exits the frame by 00:16.60. The anomaly was caused by the hatchback driver's failure to obey traffic markings and the high speed of the first motorcycle, which limited the ability of all parties to avoid the crash."
TR00037,false,normal,,,"A steady stream of light traffic moves in opposite directions on a multi-lane urban road, with a black car, a red car, and a white car traveling toward the bottom left while two yellow taxis and a motorcycle travel toward the top right. The vehicles maintain their respective lanes and proceed at a constant speed without any interruptions or lane changes, reflecting a standard free-flowing traffic state in a nighttime urban environment."
TR00038,true,wrong_way_driving,3.000,8.000,"The traffic signal phase transitions, granting the right-of-way to vehicles waiting to travel from left to right, which allows them to enter the intersection while a white SUV approaching from the opposite direction comes to a complete stop at the red light. This synchronization of signal changes ensures a safe transition of flow, forcing one direction of travel to yield entirely before the opposing stream can proceed."
TR00040,false,normal,,,"A yellow taxi and a dark car proceed straight through the pedestrian crosswalk from left to right, while a white car simultaneously passes through from the opposite direction moving left. During this flow, a yellow hatchback enters the main road by executing a right turn from a side street, merging smoothly into the traffic stream without disrupting the steady pace of the other vehicles. This sequence demonstrates a standard intersection interaction where the main road maintains right-of-way, and the merging vehicle correctly yields to the established flow before entering."
TR00041,true,wrong_way_driving,3.000,30.000,"A group consisting of a white car, a black car, and a motorcycle pass the camera moving forward, while a yellow taxi travels in the opposite direction on the left side of the road. This continuous flow is enabled by the distant traffic signal turning green, which allows the queue of oncoming vehicles to accelerate and move through the intersection and past the viewing area in a steady, unobstructed stream."
TR00043,false,normal,,,"A white SUV in the rightmost lane and a red pickup truck in the adjacent lane travel straight, while a black car and a red car, accompanied by a motorcycle, move steadily in the opposite direction. All vehicles maintain their respective lanes and consistent speeds, reflecting a standard, free-flowing highway environment where drivers adhere to lane discipline and safe following distances."
TR00044,false,normal,,,"A yellow car travels straight on the right side of the road, while a red car, a white car, and a motorcycle move in the opposite direction on the left side. All vehicles maintain a steady, moderate speed within their respective lanes, following standard traffic flow patterns for a multi-lane divided road without any interference or conflict between the opposing streams of traffic."
TR00045,false,normal,,,"The traffic signal controlling the oncoming lanes transitions from a green phase to a yellow phase, serving as a warning to any approaching drivers that the right-of-way is about to expire. This standard signal transition occurs in a sparse traffic environment, preparing the intersection for a phase change to allow cross-traffic to move."
TR00046,true,wrong_way_driving,3.000,3.200,"A white sedan traveling toward the top of the frame collides head-on with a black motorcycle moving in the opposite direction. The impact is severe, violently ejecting the motorcycle rider into the air and causing significant damage to both vehicles. The collision is caused by both drivers failing to maintain a safe lateral distance on a residential street that has been significantly narrowed by densely parked cars on both sides, leading to a direct conflict in the center of the roadway."
TR00047,false,normal,,,"A blue car, a white car, and a white truck travel straight in the left carriageway, while a dark car and a white truck move in the opposite direction in the right carriageway. All vehicles maintain their respective lanes and travel at steady highway speeds, following standard multi-lane highway traffic flow rules where vehicles remain within marked lanes to ensure a safe and uninterrupted progression of traffic."
TR00048,true,wrong_way_driving,0.000,5.000,"A pedestrian crosses the road from left to right using the marked crosswalk while a white car and a black car approach the intersection from the opposite direction. The pedestrian is able to navigate the crossing safely because the traffic signal for the oncoming vehicles is red, causing the approaching white and black cars to begin decelerating as they near the stop line."
TR00049,false,normal,,,"A black car travels straight through the right lane descending the winding road while a white car moves in the opposite direction in the left lane. Both vehicles maintain a steady pace and stay within their respective lanes, following the natural curve of the roadway and the established right-of-way for two-way traffic flow on a divided highway."
TR00051,true,wrong_way_driving,0.000,5.000,"In the initial segment of the video, vehicles travel in opposite directions on a divided highway, illustrating a clear contrast in traffic density. On the right side of the median, cars move away from the camera at a high, steady speed with significant spacing between them, while on the left side, multiple vehicles are densely packed and move toward the camera at a very slow, stop-and-go pace due to heavy congestion."
TR00052,false,normal,,,"A black SUV in the left lane and a white car in the middle lane of the left carriageway travel straight at a steady pace, while a white car in the right lane of the opposing carriageway moves in the opposite direction. All three vehicles maintain their respective lanes and speeds, demonstrating a standard, free-flowing traffic pattern on a divided highway where vehicles follow lane discipline without interference."
TR00055,true,wrong_way_driving,3.000,4.400,"A motorcycle traveling wrong-way from the top of the frame collides with a black SUV entering from the right, resulting in a severe T-bone collision. The force of the impact throws the motorcycle forward, causing it to fly across the intersection and exit the bottom of the frame by 00:06.26. This accident was caused by the motorcyclist's failure to follow traffic rules and right-of-way, which placed the vehicle directly in the path of the oncoming SUV."
TR00056,false,normal,,,"A white sedan travels straight along the left side of the divided road while two dark vehicles move in the opposite direction on the right side of the median. The vehicles maintain their respective lanes and steady speeds, flowing freely in a low-density environment where right-of-way is naturally maintained by the physical separation of the central median."
TR00057,true,wrong_way_driving,3.000,6.000,"A black sedan traveling straight in lane 3 collides in a severe T-bone fashion with a motorcycle rider who had been driving the wrong way across the road. The impact violently throws the rider in a black outfit to the ground on the right side of the road, and the sedan subsequently stalls between lanes 3 and 4. The collision was caused by the motorcycle rider's failure to yield the right-of-way while driving against traffic, a hazard that was further compounded by a large red truck in the adjacent lane which obstructed the line of sight for both parties."
TR00058,false,normal,,,"A red car travels straight through the right lanes from the bottom to the top of the frame, while a black car simultaneously travels in the opposite direction in the left lanes. Both vehicles maintain a steady, moderate pace and remain within their respective lanes, proceeding without interruption as the permissive traffic signal and absence of pedestrians allow for a free-flowing right-of-way."
TR00059,false,normal,,,"A white car, a black car, and a blue bus travel straight in the left, middle, and right lanes respectively, moving from the bottom to the top of the frame, while a red car, a white van, and a white truck move in the opposite direction from top to bottom. All vehicles maintain consistent highway speeds and strict lane discipline, illustrating a standard free-flowing traffic pattern on a divided highway where drivers adhere to lane markings to ensure safe separation between opposing traffic streams."
TR00060,true,wrong_way_driving,3.000,5.630,"A white sedan traveling in the correct direction collides head-on with a motorcycle that is traveling the wrong way through the tunnel. The violent impact throws the rider from the motorcycle and causes the sedan to lose control, swerving from the left lane into the right lane. The root cause of the accident is the motorcyclist's severe traffic violation of driving against the flow of traffic, which created an unavoidable conflict for the oncoming sedan."
TR00061,true,wrong_way_driving,1.000,30.000,"A motorcycle rider travels the wrong way across multiple lanes of traffic from right to left, forcing a black sedan traveling straight to take sudden evasive action. As the motorcycle crosses its path, the black sedan swerves and loses control, crossing into the opposing lane and resulting in a severe T-bone collision with an oncoming white hatchback at 00:03:52. The impact deflects the sedan toward Lane 1 and leaves the white hatchback stalled in the roadway, while surrounding vehicles, including a white SUV, are forced to change lanes or slow down to avoid the wreckage. The root cause of the accident is the motorcycle rider's illegal wrong-way driving, which disrupted the right-of-way and triggered the black sedan's loss of control."
TR00062,false,normal,,,"A red car, a white car, and a black car travel smoothly away from the camera in the lanes heading into the distance, while a silver car and a dark SUV travel in the opposite direction toward the bottom of the frame. The vehicles maintain consistent speeds and strict lane discipline, following the natural curve of the winding highway in an orderly fashion without any interruptions or conflicting maneuvers."
TR00063,true,wrong_way_driving,2.660,6.830,"A red truck travels the wrong way in Lane 1 of a highway, leading to a violent head-on collision with a white sedan entering from a side opening at 00:03.63. The force of the impact drags both vehicles across Lanes 2 and 3 toward the left divider, where the red truck rolls over and its rider is ejected onto the roadway. The white sedan deflects backward and ultimately crashes into the road divider at 00:04.48. The root cause of the anomaly is the red truck operator's decision to drive against the designated flow of traffic, creating an unavoidable collision path."
TR00064,false,normal,,,"A white van, a black SUV, and a white SUV travel straight along the left side of the highway, moving away from the camera. Simultaneously, a silver SUV travels in the opposite direction on the right side of the highway. The vehicles maintain consistent speeds and steady lane positions, reflecting a standard, free-flowing traffic state where drivers adhere to lane markings and maintain safe following distances on a dry, multi-lane highway."
TR00065,false,normal,,,"A yellow taxi and a motorcycle travel forward through the left lanes of the urban road, while a dark car moves in the opposite direction. The vehicles maintain steady speeds and straight paths, utilizing the available lane space in a free-flowing nighttime environment where the absence of signals or congestion allows for uninterrupted movement."
TR00066,false,normal,,,"A steady flow of traffic moves through the underpass, with a white car and a silver car among several others traveling straight toward the bottom of the frame on the left side, while other vehicles move in the opposite direction on the right side. The vehicles maintain a constant speed and stay within their respective lanes, following the standard rules of a divided roadway where traffic flows independently in both directions without interference."
TR00067,true,wrong_way_driving,3.000,8.000,"A yellow taxi travels straight towards the camera in the right lane, while a motorcycle follows behind it in the left lane, and a black car continues driving away from the camera in the opposite direction. The vehicles maintain a steady pace and stay within their designated lanes, reflecting a smooth and orderly flow of traffic through the underpass where no regulatory signals are present to impede movement."
TR00068,false,normal,,,"On a divided highway, traffic continues to move in opposite directions with a stark contrast in flow density. On the left side of the median, a dense cluster of vehicles, including white and black SUVs, moves slowly toward the camera in a state of heavy congestion. Simultaneously, on the right side of the median, a few vehicles, including a white SUV and a black SUV, maintain a steady, high-speed pace moving away from the camera. All vehicles adhere to their respective lanes and maintain straight trajectories, reflecting a period of stable, albeit asymmetric, traffic conditions."
TR00069,false,normal,,,"A yellow car, a white car, and a motorcycle travel straight along the left side of the divided road, while a motorcycle and a black car move straight in the opposite direction on the right side. All vehicles maintain a steady pace and keep their respective lanes, reflecting a standard free-flowing traffic pattern under nighttime conditions on a wet road surface."
TR00071,true,wrong_way_driving,3.000,5.640,"A white SUV traveling in the second lane collides with orange spring posts at the center of the roadway, causing the driver to lose control and skid laterally into the third lane. This loss of control leads to a T-bone collision with a white sedan traveling in the opposite direction. The SUV comes to a complete stop by 00:08.02, followed shortly by the sedan at 00:08.61. The root cause of the accident was the SUV driver's failure to maintain their lane and observe the roadway boundaries, which triggered the initial impact with the guide posts and the subsequent collision with the oncoming vehicle."
TR00072,false,normal,,,"A yellow car and a white car travel straight along the left carriageway from the top left toward the bottom left, while a motorcycle moves in the opposite direction on the right carriageway from the top right toward the bottom right. All three vehicles maintain a steady, unimpeded pace within their respective lanes, facilitated by the green signal phase and the sparse traffic density, resulting in a smooth and continuous flow of traffic."
TR00073,false,normal,,,"Multiple vehicles, including a black SUV in the leftmost lane and a white SUV and white sedan in the center lanes, move steadily and straight from the bottom to the top of the frame. Simultaneously, a stream of opposing traffic consisting of a black SUV and white SUVs travels from top to bottom. All vehicles adhere to their respective lanes and maintain a constant speed, following the standard rules of a divided highway where traffic flows smoothly in opposite directions separated by a central median."
TR00074,false,normal,,,"A group of vehicles, including a motorcycle, a white car, a dark car, and a yellow car, travel straight from the top to the bottom of the frame on the left side of the median, while a dark car and a white truck travel in the opposite direction on the right side. The vehicles maintain steady speeds and stay within their respective lanes, following the natural flow of a divided urban thoroughfare without any interruptions or regulatory signals to impede their progress."
TR00075,false,normal,,,"A white car on the left side of the road and a black car on the right side of the road travel straight through the frame, maintaining their respective lanes and constant speeds. The vehicles pass each other in opposite directions on the divided highway, adhering to the standard rules of the road by staying within the marked lane boundaries and continuing their unimpeded forward progress."
TR00076,false,normal,,,"A red car travels straight from right to left along the foreground road, maintaining a steady pace and remaining within its lane. Simultaneously, a white van moves in the opposite direction from left to right on the background road. Both vehicles proceed without interference, adhering to the established traffic flow and utilizing the green signal phase that permits unobstructed movement through the urban intersection."
TR00077,false,normal,,,"A silver car travels straight from the top to the bottom of the frame on the right side of the divided highway, while two cars simultaneously travel straight from the bottom to the top on the left side. All vehicles maintain their respective lanes and consistent speeds, reflecting a standard, free-flowing traffic pattern on a highway where vehicles move in opposite directions separated by a central median."
TR00078,false,normal,,,"A yellow car traveling from the top of the frame towards the bottom and a white car traveling from the bottom towards the top pass each other in opposite directions. Both vehicles maintain their respective lanes and a steady speed, demonstrating standard highway behavior in a free-flowing traffic environment where right-of-way is naturally maintained by the central median."
TR00079,false,normal,,,"A red truck, a white car, and a white van travel straight in the left carriageway across three parallel lanes, while two white trucks maintain a steady forward progression in the right carriageway. The vehicles operate within a multi-lane highway environment where the left-side traffic flows freely in opposite directions, with each driver adhering to their respective lane markings to ensure a safe and orderly distance from other motorists."
TR00080,false,normal,,,"A high volume of multi-lane highway traffic maintains a steady, continuous flow in both directions, with vehicles in the oncoming lanes and departing lanes consistently remaining within their respective lanes. The drivers exhibit standard car-following dynamics, moving at moderate to fast paces without any erratic lane changes or sudden braking, adhering to the rules of a controlled-access highway where the lack of traffic signals allows for uninterrupted movement."
TR00081,false,normal,,,"A motorcycle travels straight toward the camera in the opposing lane of the underpass while several other vehicles continue to drive straight away from the camera. The motorcycle maintains a consistent speed and stays within its designated lane, moving in the opposite direction of the primary flow of traffic without any conflict or interference, adhering to standard bidirectional road usage."
TR00082,false,normal,,,"A steady flow of mixed traffic moves in opposite directions along the divided roadway, with a black car, a yellow taxi, and a white car traveling from top to bottom on the left side, while a white car and a motorcycle travel from bottom to top on the right. The vehicles maintain a constant speed and stay within their designated lanes, following the standard rules of the road for a multi-lane thoroughfare without any interruptions or conflicting maneuvers."
TR00083,false,normal,,,"A flatbed tow truck with yellow roof lights travels steadily towards the camera in the oncoming lanes of a busy multi-lane highway. The vehicle maintains a constant speed and stays centered within its lane, following the flow of dense nighttime traffic and adhering to standard highway lane discipline."
TR00084,false,normal,,,"A white van turning left at the intersection collides head-on with a motorcycle traveling straight from the opposite direction. The force of the impact throws the rider off the motorcycle toward the left side of the frame, leaving them lying on the ground. The collision is caused by the van driver's failure to yield the right-of-way to the oncoming motorcyclist, a violation of standard traffic rules for left-turning vehicles."
TR00085,false,normal,,,"A high-speed motorcycle in the oncoming lanes passes directly beneath the camera, immediately followed by a white car continuing straight toward the foreground. Simultaneously, a yellow taxi travels away from the camera on the elevated upper roadway to the right. This sequence represents a typical high-speed flow of sparse nighttime traffic, where vehicles maintain their lanes and proceed without interference due to the lack of congestion and signals."
TR00086,true,wrong_way_driving,2.680,4.330,"Two white SUVs engage in a severe head-on collision at the center of the frame. The accident occurs because one of the SUVs fails to maintain its lane and crosses the solid yellow center line into oncoming traffic, violating the right-of-way of the other vehicle. The force of the impact causes both vehicles to deflect violently toward the right side of the road, initiating a sequence that leads to one SUV overturning and the other stalling."
TR00087,false,normal,,,"A white car and a black car travel straight in the leftward lanes while another black car drives straight in the opposite direction on the right side of the road. The vehicles maintain steady highway speeds and keep their respective lanes, reflecting a state of free-flowing traffic where drivers follow standard lane discipline without any interference or need for braking."
TR00088,false,normal,,,"On the left side of the highway, a white car, a black SUV, a black pickup truck, and another black SUV move slowly toward the bottom of the frame, maintaining their respective lanes amidst heavy congestion. Simultaneously, on the right side of the highway, a white car and a black car travel smoothly at highway speeds away from the camera. The contrast in flow is a result of asymmetrical traffic volume, where the departing lanes remain free-flowing while the oncoming lanes are restricted to a stop-and-go pace."
TR00089,false,normal,,,"A red car and a black car travel along the right side of the highway, while a white van and a white car move in the opposite direction on the left side of the road. All vehicles maintain a steady pace and remain within their respective lanes, reflecting a typical free-flowing highway environment where the absence of intersections or signals allows for uninterrupted transit."
TR00090,true,wrong_way_driving,1.000,4.730,"A red vehicle carrying two passengers enters the scene driving in the wrong direction and crashes directly into the rear of a parked white van. The impact strikes pedestrians standing behind the van, pinning them briefly before they fall to the ground. The red vehicle comes to a complete stop wedged against the van, causing damage to both vehicles and injuring the pedestrians. The root cause of the accident is the red vehicle's illegal wrong-way driving and the driver's failure to observe the stationary van and pedestrians in their path."
TR00091,true,wrong_way_driving,2.140,6.900,"A dark blue truck T-bones a white hatchback that failed to yield the right-of-way while entering the intersection from a connecting road. The force of the initial impact and the truck's attempt to swerve left cause it to veer across multiple lanes into oncoming traffic, where it collides with a red sedan. This secondary impact deflects the red sedan toward the left wall, and the truck continues to slide until it becomes stalled on the left shoulder. The primary cause of the chain reaction was the white hatchback's failure to ensure the main highway was clear before merging, creating an unavoidable hazard for the truck."
TR00092,false,normal,,,"A red car and a black car travel straight on the right side of the divided highway, while several black and white cars move in the opposite direction on the left side. All vehicles maintain a steady pace and remain within their respective lanes, reflecting a standard, free-flowing traffic state on a high-capacity roadway without any obstructions or conflicting movements."
TR00093,false,normal,,,"A white pickup truck towing a flatbed trailer with a small white excavator and a red pickup truck travel straight away from the camera, while a bright red sports car and a dark grey car move in the opposite direction. All four vehicles maintain their respective lanes and consistent speeds, following standard highway driving protocols where traffic flows smoothly in a divided multi-lane system without any interference or lane deviations."
TR00094,true,wrong_way_driving,0.000,5.000,"A dark car travels straight toward the bottom of the frame on the right side of the median while several other cars move straight toward the top of the frame on the left side of the median. This simultaneous movement in opposite directions occurs because the traffic signal for the main road is green, granting right-of-way to all vehicles in the active lanes to maintain a steady, uninterrupted flow."
TR00095,true,wrong_way_driving,3.000,4.000,"A white sedan traveling along Lane 1 collides head-on with a motorcycle and its rider at a crosswalk. The accident is caused by the motorcyclist driving the wrong way on the lane, creating an immediate and unavoidable conflict with the oncoming sedan."
TR00096,true,wrong_way_driving,3.000,3.590,"A gray SUV traveling the wrong way through the intersection strikes a motorcycle that is in the process of turning left and changing lanes, resulting in a forceful T-bone collision. The impact is caused by the SUV driver's sustained wrong-way travel against the designated flow of traffic, which created an unavoidable conflict with the motorcycle's path."
TR00097,true,wrong_way_driving,1.000,2.400,"A black sedan traveling straight in lane 4 suffers a head-on collision with a motorcycle that is illegally driving the wrong way against the flow of traffic. Immediately following this first impact, the black sedan is involved in a second collision with another motorcycle traveling in the same direction. These consecutive crashes violently throw the riders from their bikes and scatter debris across the roadway, caused primarily by the first motorcycle's dangerous decision to travel the wrong way, which created an unavoidable hazard for the sedan and subsequent chain reaction for the second motorcycle."
TR00098,true,wrong_way_driving,0.000,5.000,"A black car at the intersection performs a left-turn maneuver to enter the main road, carefully yielding to the existing flow of traffic. As a blue truck and a white car pass through the intersection in opposite directions, the black car manages its entry to ensure it does not obstruct the right-of-way of the main road vehicles, completing its transition into the traffic stream."
TR00099,false,normal,,,"A yellow car and a black car travel straight along the right side of the road while a white car moves in the opposite direction on the left side. All three vehicles maintain consistent speeds and stay within their respective lanes, demonstrating a standard free-flowing traffic pattern on a multi-lane road with no conflicting movements or required yielding."
